Position;Business Name;Address;Phone Number;Email;Website;Category
191;Hotel Rozálka;Rozálka 9, 90201 Pezinok;421332420020;recepcia@rozalka.sk;http://www.rozalka.sk;Hotely
192;HYCA s.r.o.;Šenkvická 11, 90203 Pezinok;421336431141;;;Hydraulika
193;ELETECHNIK s.r.o.;Moyzesova 4, 90201 Pezinok;421336412532;http://www.etn.fr;http://www.etn.fr;Elektronika
194;CACAOTICA s.r.o.;Šenkvická cesta 2166/1, 90201 Pezinok;421336407256;http://www.illui.sk;http://www.illui.sk;Cukrovinky
195;RUNEC s.r.o.;Šenkvická cesta 2614/3, 90201 Pezinok;421336453422;;;Motory
196;EBA s.r.o.;Šenkvická cesta 2164/11, 90201 Pezinok;421336452088;pezinok@eba.sk;http://www.eba.sk;Ekológia
197;Branislav Mišánik;L. Novomeského 2731/22, 90201 Pezinok;421903424101;;;Stolári
198;Daily s.r.o.;L. Novomeského 2716/28, 90201 Pezinok;421903928383;dailysro@gmail.com;;Účtovníctvo
199;PALLA s.r.o.;L. Novomeského 2723/40, 90201 Pezinok;421948404879;;;Interiéry
200;Petra Ryzá;1. Mája 1747/6, 90201 Pezinok;421948610911;;;Účtovníctvo
201;ŽEHLIAREŇ NINA;Šenkvická cesta 2162/12, 90201 Pezinok;421336405555;;;Práčovne
202;Palace Caffe;Fraňa Kráľa 485/1, 90201 Pezinok;421903443382;http://www.sport-palace.sk/index.php/kaviaren;http://www.sport-palace.sk/index.php/kaviaren;Kaviarne
203;CARMIN HOTEL***;Kučišfdorská dolina 2559/6, 90201 Pezinok;421903415261;manager@carmin.sk;http://www.carmin.sk;Hotely
204;Pessl Peter;L. Novomeského 2756/46, 90201 Pezinok;421903457991;;;Autobazáre
205;DERO ZDRUŽENIE;Švermova 2411/19, 90201 Pezinok;421336403999;;;Účtovníctvo
206;AVS CZ;Holubyho 107/28, 90201 Pezinok;;;;Kúrenári
207;GALTERRA, spol. s r.o.;Holubyho 107/28, 90201 Pezinok;421336404612;;;Galantéria
208;POOLSERVIS s.r.o.;Myslenická 3001/1, 90201 Pezinok;421336422325;http://www.poolservis.sk;http://www.poolservis.sk;Sauny
209;Lekáreň Olmed;Moyzesova 1673/10, 90201 Pezinok;421336405114;lekarenolmed@gmail.com;;Lekárne
210;HOLLGARD s.r.o.;Bratislavská 198/85, 90201 Pezinok;421336423321;info@hollgard.sk;http://www.hollgard.sk;Kovovýroba
211;RYBÁRIKOVÁ MARTINA;Za dráhou 21, 90201 Pezinok;421911653422;;;Účtovníctvo
212;METRÁŽ - GALANTÉRIA;Holubyho 82/71, 90023 Pezinok;421944280184;janka.zaprazna@atlas.sk;http://www.metrazagalanteria.sk;Galantéria
213;Jozef Kanka;Cajlanská 1781/21, 90201 Pezinok;421917167425;;;Odpad
214;Raiffeisen banka;M. R. Štefánika 26, 90201 Pezinok;421250505655;info@raiffeisen.sk;http://www.raiffeisen.sk;Banky
215;Dugovičová Ingrid;L. Novomeského 2723/40, 90201 Pezinok;421336401816;;;Leasing
216;KVETY BARBORA;M. R. Štefánika 3/5, 90201 Pezinok;421336414148;;;Kvetinárstvo
217;IRI AGROFOREST, a.s.;Suvorovova 2888/9, 90201 Pezinok;421336402485;sekretariat@rozalka.sk;http://www.rozalka.sk;Agroturistika
218;PIZZA - TINNY;Silvánová 29, 90201 Pezinok;421915485550;tina-1@azet.sk;;Stravovanie
219;101 Drogerie;Šenkvická cesta 12/D, 90201 Pezinok;421914363874;http://101drogerie.sk;http://101drogerie.sk;Drogérie
220;TOPPER CLUB;Myslenická 2/C, 90201 Pezinok;421336405942;kaviaren@topperclub.sk;http://www.topperclub.sk;Kaviarne
221;LAUDER s.r.o.;Myslenická 100, 90203 Pezinok;421903686445;http://www.taliansky-nabytok.sk;http://www.taliansky-nabytok.sk;Nábytok
222;TETA Drogéria;Myslenická 2/C, 90201 Pezinok;421333260144;tetadrogerie@tetadrogerie.sk;http://www.tetadrogerie.sk;Drogérie
223;TINRON, s.r.o.;Nová 5, 90203 Pezinok;421902301185;tinron@tinron.sk;http://www.tinron.sk;Vzduchotechnika
224;VzduchoKlíma s.r.o.;Myslenická 3044/91, 90203 Pezinok;421336423358;info@vzduchoklima.sk;http://www.vzduchoklima.sk;Vzduchotechnika
225;JABEN, s. r. o.;Myslenická 3204/156, 90203 Pezinok;421903780990;;;Kozuby
226;Jaroslav Švec;Myslenická 3019/37, 90203 Pezinok;421903253521;;;Murári
227;HYCA s.r.o.;Myslenická 3001/1, 90201 Pezinok;421940602797;;;Hydraulika
228;Dušan Wittgrúber;Štúrova 3302/31, 90203 Pezinok;421903723998;info@drevovyrobawittgruber.sk;http://drevovyrobawittgruber.sk;Stolári
229;Agama Group;Šenkvická cesta 12/D, 90201 Pezinok;421336405437;agama@agama.sk;http://www.agama.sk;Sieťotlač
230;VVDP KARPATY;Limbašská cesta 3219/2, 90203 Pezinok;421907767112;vvdpkarpaty@vvdpkarpaty.sk;http://www.vvdpkarpaty.sk;Vinárne
231;LEKÁREŇ VITALITAS;Myslenická 2C, 90203 Pezinok;421903790420;vitalitas@stonline.sk;http://www.lekarne.sk;Lekárne
232;SATO spol. s r. o.;Banícka 50, 90201 Pezinok;421944151616;info@big-shop.sk;http://b2b.big-shop.sk;Veľkoobchod
233;World Nails;Myslenická 2/C, 90201 Pezinok;421944037218;http://www.molo.sk/obchod/24-world-nails-nechtove-studio-pedikura;http://www.molo.sk/obchod/24-world-nails-nechtove-studio-pedikura;Manikúra
234;CAFFÉ IN;Myslenická 2/C, 90201 Pezinok;421907751102;kaviaren@topperclub.sk;http://www.topperclub.sk;Kaviarne
235;KVETINÁRSTVO V4;Myslenická 2/C, 90201 Pezinok;421903822270;vachovalenka@centrum.sk;http://www.molo.sk/obchod/5-kvetinarstvo-v4;Kvetinárstvo
236;MBRS s.r.o.;Vajanského 597/8, 90201 Pezinok;421903717867;mbrs@mbrs.sk;;Autobazáre
237;JOMATEX, s.r.o.;Trnavská 2298/61, 90201 Pezinok;421905618934;http://www.jomatex.autobazar.eu;http://www.jomatex.autobazar.eu;Autobazáre
238;Poštová banka, a.s.;Meisslova 1/A, 90201 Pezinok;850111666;https://www.postovabanka.sk;https://www.postovabanka.sk;Banky
239;Cyber Café;Farská 137/1, 90201 Pezinok;421336406362;chanecka@cyber-magic.sk;http://www.cyber-magic.sk;Kaviarne
240;RADEON s.r.o.;Šenkvická cesta 5, 90201 Pezinok;421905946946;radeon@radeon.sk;http://www.radeon.sk;Autobazáre
241;Zlatníctvo Chameleón;Holubyho 28, 90201 Pezinok;421905170960;zlatnictvochameleon@gmail.com;http://obrucky-pezinok.bizref.sk;Zlatníctvo
242;ALTERBIKE s.r.o.;Moyzesova 1, 90201 Pezinok;421910909716;obchod@alterbike.sk;http://www.alterbike.sk;Bicykle
243;VÚB, a.s. - bankomat;Holubyho 59/25, 90201 Pezinok;850123000;kontakt@vub.sk;http://www.vub.sk;Bankomaty
244;ČSOB, a.s. - bankomat;Meisslova 46/2, 90201 Pezinok;850111777;http://www.csob.sk;http://www.csob.sk;Bankomaty
245;PENZIÓN 77;Bernolákova 1519/77, 90201 Pezinok;421336400189;penzion77@stonline.sk;http://www.penzion77.sk;Penzióny
246;CREATIVE, spol. s r.o.;Bernolákova 72, 90201 Pezinok;421903259534;creativepk@nextra.sk;http://www.creativepk.sk;Ekológia
247;VÚB, a.s. - bankomat;Myslenická 2b, 90201 Pezinok;850123000;kontakt@vub.sk;http://www.vub.sk;Bankomaty
248;HAPLOVÁ DARINA;Hollého 1079/4, 90201 Pezinok;421903212722;darina@masazepreteba.sk;http://www.masazepreteba.sk/;Masáže
249;101 Drogerie;Štefánikova 23, 90201 Pezinok;421918700647;101drogerie@101drogerie.sk;http://www.101drogerie.sk;Drogérie
250;Marius Pedersen, a.s.;Hasičská 2, 90201 Pezinok;421336404428;pezinok@mariuspedersen.sk;http://www.mariuspedersen.sk;Odpad
251;HYCA s.r.o.;Viničianska cesta, 90203 Pezinok;421336431141;hyca@hyca.sk;http://www.hyca.sk;Hydraulika
252;CARMIN HOTEL***;Kučišdorská dolina 6, 90201 Pezinok;421336402176;recepcia@carmin.sk;http://www.carmin.sk/;Hotely
253;USD, s.r.o.;Myslenická 2, 90201 Pezinok;421336405942;;;Kaviarne
254;KRBEX, s.r.o.;Šenkvická cesta 2166/1, 90201 Pezinok;421917969083;http://www.krbex.sk;http://www.krbex.sk;Kozuby
255;Lekáreň SEVER;Mladoboleslavská 1139/7, 90201 Pezinok;421911959005;lekaren.sever@gmail.com;http://www.vaselekarne.sk;Lekárne
256;ARTES - NÁBYTOK;Myslenická 100, 90203 Pezinok;421336422526;artes@artes.sk;http://www.artes.sk;Nábytok
257;Lekáreň SCHNEIDER;Myslenická 2/B, 90201 Pezinok;421902954933;pezinok@schneider-lekaren.sk;http://www.schneider-lekaren.sk;Lekárne
258;LEKÁREŇ SEVER;Svätoplukova 11 D, 90201 Pezinok;421911959010;lekaren.sever@gmail.com;http://www.vaselekarne.sk;Lekárne
259;Renáta Hermysová;Vinice 3362/3, 90203 Pezinok;421905366239;majolika@atlas.sk;http://www.majolika-r.sk;Keramika
260;Epicentrum;Holubyho 28, 90201 Pezinok;421911666339;stift@epicomp.sk;http://epicentrum.sk;E-shopy
261;DIOCHI;Holubyho 28, 90201 Pezinok;421915974363;pezinok@diochi.sk;http://diochi.sk;Liečivá , lieky
262;Insia – S;Holubyho 28, 90201 Pezinok;421905607378;http://insia.sk;http://insia.sk;Poistenie , poisťovne
263;STRIEBRO;Holubyho 28, 90201 Pezinok;obuchv@gmail.com;obuchv@gmail.com;http://vasestriebro.sk;Klenoty , šperky
264;Tipos;Holubyho 28, 90201 Pezinok;http://tipos.sk;;http://tipos.sk;Stávkové kancelárie
265;Palacinkáreň Slovenská kuchyňa;Holubyho 28, 90201 Pezinok;421907738599;http://www.ocplus.sk/obchod-Palacinkaren-Slovenska-kuchyna,45.html#abecedne,45;http://www.ocplus.sk/obchod-Palacinkaren-Slovenska-kuchyna,45.html#abecedne,45;Palacinkárne
266;NAILS L.A.F.;Holubyho 28, 90201 Pezinok;421905286504;lafnails@lafnails.sk;http://lafnails.sk;Manikúra
267;EVIRS;Holubyho 28, 90201 Pezinok;421336405155;evirs@evirs.sk;http://www.evirs.sk;Záujmové združenia
268;Garfield;Holubyho 28, 90201 Pezinok;mihalova.ala@gmail.com;mihalova.ala@gmail.com;http://ocplus.sk/obchod-Garfield,35.html#abecedne,35;Bytové doplnky
269;SWAN;Holubyho 28, 90201 Pezinok;421332420200;pezinok@swan.sk;https://www.swan.sk;Internet - pripojenie
270;INTIM STYLE;Holubyho 28, 90201 Pezinok;421336414149;http://ocplus.sk/obchod-INTIM-STYLE,24.html#abecedne,24;http://ocplus.sk/obchod-INTIM-STYLE,24.html#abecedne,24;Bielizeň
271;Let caffé & bar;Holubyho 28, 90201 Pezinok;http://www.ocplus.sk/obchod-Let-caffe-and-bar,26.html#abecedne,26;;http://www.ocplus.sk/obchod-Let-caffe-and-bar,26.html#abecedne,26;Kaviarne
272;OTP Banka Slovensko, a.s;Holubyho 28, 90201 Pezinok;421336411206;http://otpbanka.sk;http://otpbanka.sk;Banky
273;Pizza Tinny;Silvánová 29, 90201 Pezinok;421915485550;;;Pizzerie
274;Pizza Erik;Zigmundíkova 2, 90201 Pezinok;421949666333;http://pizzaerik.sk;http://pizzaerik.sk;Pizzerie
275;MJ AUREKO, s.r.o.;Mladoboleslavská, 90201 Pezinok;421911618934;;;Autobazáre
276;Management Solutions, s. r. o.;Pezinok 27, 90201 Pezinok;421902922836;;;Účtovníctvo
277;ZÁHRADKÁR;Holubyho 68/43, 90201 Pezinok;421948628574;zahradkar@zahradkar.sk;http://www.zahradkar.sk;Záhradkárske potreby
278;ARTES Baričičová Natália;Pezinok , 90201 Pezinok;421336422526;;;Nábytok
279;HADICE PRO s.r.o.;Pezinok , 81001 Pezinok;421336400064;;;Hadice
280;CS-TIM spol. s r.o.;Novomeského 38, 90201 Pezinok;421336411125;cstim@stonline.sk;http://www.cstim.sk;Účtovníctvo
281;Pizza Obelix;L. Novomeského 56/A, 90201 Pezinok;421902390300;;;Pizzerie
282;ecorec Slovensko s.r.o.;Glejovka 15, 90201 Pezinok;421336413676;info@ecorec.net;http://www.ecorec.net;Odpad
283;AM Consult, s.r.o.;Mladoboleslavská 4880, 90201 Pezinok;421911295589;;;Účtovníctvo
284;D a U spol. s r.o.;Šenkvická 1, 90201 Pezinok;421905533754;http://www.dau-sro.sk;http://www.dau-sro.sk;Účtovníctvo
285;LOOP, spol. s r.o.;Moyzesova 1678/2, 90201 Pezinok;421903529680;;;Koberce
286;UniCredit Bank Slovakia a.s.;Holubyho 27, 90201 Pezinok;421336905404;;;Banky
287;amc.eid, s.r.o.;Bratislavská 83, 90201 Pezinok;421336423256;http://www.amceid.sk;http://www.amceid.sk;Účtovníctvo
288;S A N E R s.r.o.;Šancová 10, 90201 Pezinok;421911818923;;;Odpad
289;Everlingová Mária, Ing.;Pezinok 22/3628, 90201 Pezinok;421903778040;;;Účtovníctvo
290;ZAFÍR Danka Hanusková;Holubyho 79, 90201 Pezinok;421903486160;;;Zlatníctvo
291;MALOKARPATSKÁ KNIŽNICA;Holubyho 5, 90201 Pezinok;421336413123;librarypezinok@stonline.sk;http://www.kniznicapezinok.sk;Knižnice
292;CAPS&HATS, s.r.o.;Hrnčiarska 411/83, 90201 Pezinok;421336404110;caps.hats@stonline.sk;;Textil
293;BJ OFFICE, s.r.o.;Hroznova 2595/8, 90201 Pezinok;421336453077;;;Účtovníctvo
294;S.F.Commerce spol. s r.o.;Silvánová 2795/6, 90201 Pezinok;421336404630;;;Koreniny
295;MÄSO - ÚDENINY - HYDINA;Holubyho 65/37, 90201 Pezinok;;;;Mäsiarstva
296;TINA OBCHODNÁ ČINNOSŤ;Holubyho 68/43, 90201 Pezinok;421336412492;;;Textil
297;TAREK RADOMÍR MUDr.;Hollého 1078/2, 90201 Pezinok;;;;Lekári
298;Veronika Mikovíniová VERAMI;Komenského 1276/20, 90201 Pezinok;421911223212;;;Mediátori
299;Olšová Zlata - účtovníctvo;Svätoplukova 2644/24, 90201 Pezinok;421903204524;;;Účtovníctvo
300;JUMAS - STRÁŽAY JURAJ;SNP 286/7, 90201 Pezinok;421949819849;juraj.strazay@gmail.com;;Masáže
301;INSTAMIK SK, s.r.o.;Tehelná 1760/6, 90201 Pezinok;421336412985;http://www.instamik.sk;http://www.instamik.sk;Kanalizácia
302;Jajcay Rudolf -STORB;Malokarpatská 806/11, 90201 Pezinok;421336404698;;;Stolári
303;MILE obchod s.r.o.;Puškinova 2648/21, 90201 Pezinok;421948901415;;;Maloobchod
304;Peigerová Jana, Ing.;Mierová 1756/20, 90201 Pezinok;421911105608;;;Účtovníctvo
305;Emil Krajčík, s.r.o.;M. R. Štefánika 23, 90201 Pezinok;421336400772;;;Drogérie
306;Česká zmrzlina s.r.o.;Suvorovova 1637/36, 90201 Pezinok;421948912345;;;Zmrzlina
307;L&J s.r.o.;Holubyho 107/28, 90201 Pezinok;421904038251;;;Masáže
308;Jarmila Belanská - BeJa;Holubyho 107/28, 90201 Pezinok;421904146905;;;Účtovníctvo
309;AC - KONTO s.r.o.;Slnečná 925/22, 90201 Pezinok;421904900133;;;Účtovníctvo
310;Vladimír Koleňák NIKAS;Bratislavská 238/76, 90201 Pezinok;421903380213;;;Nábytok
311;Juraj Strážay - JUMAS;SNP 286/7, 90201 Pezinok;421949819849;juraj.strazay@gmail.com;;Masáže
312;Marianne - Visage studio;Hollého 1078/2, 90201 Pezinok;421907510461;info@margret.sk;http://www.permanentmakeup.sk;Kozmetika
313;VAŠA ÚČTOVNÍČKA s.r.o.;Holubyho 64/35, 90201 Pezinok;421336405969;office@vasauctovnicka.sk;http://www.vasauctovnicka.sk;Účtovníctvo
314;Štefan Kadlic - TECHINOX;Cajlanská 1939/68, 90201 Pezinok;421903455168;;;Kovovýroba
315;ZM - Zuzana Miškovská;Cajlanská 1793/45, 90201 Pezinok;421903460868;;;Účtovníctvo
316;FERROPLAST SK s.r.o.;Banícka 2105/45, 90201 Pezinok;421903419084;;;Strojárenstvo
317;Chilli People, s.r.o.;Suvorovova 1632/24, 90201 Pezinok;421948656628;;;Asfaltovanie
318;ALFA Dana Moravčíková;Svätoplukova 2751/21, 90201 Pezinok;421904842535;;;Účtovníctvo
319;TC Interiér, s.r.o.;Bratislavská 243/86, 90201 Pezinok;421336412809;http://www.tcinterier.sk;http://www.tcinterier.sk;Interiéry
320;Janka Snášelová J&S;Muškátova 2565/6, 90201 Pezinok;421907243912;;;Účtovníctvo
321;ZAFÍR Danka Hanusková;Holubyho 86/79, 90201 Pezinok;421903765355;zlatnictvozafir@stonline.sk;;Zlatníctvo
322;BDM style s. r. o.;Holubyho 107/28, 90201 Pezinok;421336400703;http://www.bdmstyle.sk;http://www.bdmstyle.sk;Nábytok
323;SUNNY Peter Pacek;Cajlanská 1909/8, 90201 Pezinok;421905965874;;;Veľkoobchod
324;Štefan Slezák S - servis;Svätoplukova 2739/13, 90201 Pezinok;421903836283;;;Autobazáre
325;HAPPY END spol. s r.o.;Bratislavská 197 /83, 90201 Pezinok;421336412742;happyend@happyend.sk;https://www.happyend.sk;Ekológia
326;PRO - ZUMA s.r.o.;Mladoboleslavská 1112/1, 90201 Pezinok;421336413555;prozuma@ba.telecom.sk;http://www.prozuma.sk;Účtovníctvo
327;Stachová Alena, Ing;Komenského 1230/16, 90201 Pezinok;421903754170;;;Účtovníctvo
328;KING POHONY s.r.o.;Slnečná 889/1, 90201 Pezinok;421948111251;info@kingpohony.sk;http://www.kingpohony.sk;Motory
329;Dedeco - výroba nábytku;Cajlanská 1866/197, 90201 Pezinok;421948045753;info@stolarstvoms.sk;http://www.stolarstvoms.sk;Nábytok
330;Šturmová Katarína, Ing.;Bystrická 2480/18, 90201 Pezinok;421948501828;;;Bižutéria
331;IN ARCHITEKTI s.r.o.;Záhradná 1377/5, 90201 Pezinok;421948170784;;;Architekti
332;KS corporate, s. r. o.;Drevárska 1649/23, 90201 Pezinok;421908458209;kscorporate@kscorporate.sk;http://kscorporate.sk;Účtovníctvo
333;NOYER - Jozef Féder;Nálepkova 2341/10, 90201 Pezinok;421903253436;;;Stolári
334;V plus D, spol. s r.o.;Kollárova 4439/11, 90201 Pezinok;421948117977;;;Leasing
335;Interiérové centrum MAXXINN;Šenkvická cesta 14, 90201 Pezinok;421332400024;office@cominterier.sk;http://www.cominterier.sk;Interiéry
336;Husár Pavol KOVYS;Kutuzovova 2176/8, 90201 Pezinok;421905461279;kovys@kovys.sk;http://www.kovys.sk;Kovovýroba
337;GALÉRIA KOZMETIKY A LÍČENIA;Holubyho 82/71, 90201 Pezinok;421948331882;sales@zoeva.sk;http://www.makeupandmore.sk;Kozmetika
338;JMV Consulting s.r.o.;Švermova 2419/16, 90201 Pezinok;421903465556;;;Účtovníctvo
339;TAS interiér sro;Bratislavská 199/87, 90201 Pezinok;421336422269;;;Obkladačky
340;REŠTAUROVANIE - STRAŠIFTÁK PETER;Holubyho 87, 90201 Pezinok;;;;Reštaurátori
341;IZA BUCKI;Hrnčiarska 2787/58, 90201 Pezinok;421910455999;bucan.martin@gmail.com;;Pizzerie
342;IMS TRADE, s.r.o.;Kamenice 7, 90201 Pezinok;421336477012;;;Mediátori
343;RYOR Bratislava s.r.o.;L. Novomeského 2724/42, 90201 Pezinok;421336401830;ryor@ryor.sk;http://www.ryor.cz;Kozmetika
344;I.V. HRAČKY s. r. o.;Šenkvická cesta 14/O, 90201 Pezinok;421905286425;;;Stolári
345;ZD - Darina Zápražná;Malacká Cesta 2211/55, 90201 Pezinok;421902184221;;;Bazáre
346;Všeobecná strojárska s.r.o.;Obrancov mieru 1273/43, 90201 Pezinok;421911606057;http://www.vs-laser.sk;http://www.vs-laser.sk;Strojárenstvo
347;Prima banka Slovensko, a.s.;M. R. Štefánika 22/6, 90201 Pezinok;421415111111;info@primabanka.sk;https://www.primabanka.sk;Banky
348;KERAMIKA - Karol Alföldy;Za koníčkom 1339/3, 90201 Pezinok;421903273668;;;Keramika
349;4 PROFIT s. r. o.;dona Sandtnera 5060/11, 90201 Pezinok;421902089737;http://www.4profit.sk;http://www.4profit.sk;Účtovníctvo
350;Bufet BEDEČ s.r.o.;L. Novomeského 2696/15, 90201 Pezinok;421907161342;;;Stravovanie
351;KOVO service, s.r.o.;Šenkvická cesta 2164/11, 90201 Pezinok;421905381663;kovo-service@kovo-service.sk;http://www.kovo-service.sk;Kovovýroba
352;Agentúra ALK spol. s r.o.;Šenkvická cesta 2162/12, 90201 Pezinok;421911271018;kiczegova@agentura-alk.sk;http://www.agentura-alk.sk/;Účtovníctvo
353;ŠIDLOVÁ DRAHOSLAVA Ing.;Za koníčkom 1345/4, 90201 Pezinok;;;;Účtovníctvo
354;SUPER STYL, s.r.o.;L. Novomeského 2717/30, 90201 Pezinok;421911481722;;;Kozuby
355;HE - Elena Halgašová;Šenkvická cesta 1718/6, 90201 Pezinok;421903396354;;;Lesníctvo
356;RUNEC s.r.o.;Šenkvická cesta 14/G, 90201 Pezinok;421336453422;;;Elektrikári
357;T-med, s. r. o.;Moyzesova 1673/10, 90201 Pezinok;421336405114;http://www.t-med.sk;http://www.t-med.sk;Lekárne
358;AGENTÚRA RIAN SOUND;Švermova 2408/13, 90201 Pezinok;421903404302;rianm@zoznam.sk;http://www.ozvucenie-rian.sk;Ozvučovanie
359;ZAHRAJKOVO;Myslenická 2/C, 90201 Pezinok;421333812349;info@zahrajkovo.sk;http://www.zahrajkovo.sk;Voľný čas
360;Peter Hejdušek, KMEŇ;Cajlanská 1980/150, 90201 Pezinok;421910197998;;;Stolári
361;AM kovo s.r.o.;Drevárska 1649/23, 90201 Pezinok;421905985537;kovovyroba@amkovo.sk;http://www.amkovo.sk;Kovovýroba
362;Ladislav Fegyveres - COMBI;Holubyho 106/26, 90201 Pezinok;421336412304;;;Práčovne
363;Odpadový hospodár s. r. o.;Hroznova 4664/9, 90201 Pezinok;421904988462;info@odpadovyhospodar.sk;http://odpadovyhospodar.sk;Odpad
364;DANE A ÚČTO s. r. o.;Za dráhou 21, 90201 Pezinok;421336408870;;;Účtovníctvo
365;Poštová banka, a.s. - bankomat;Meisslova 1582/1, 90201 Pezinok;850111666;info@pabk.sk;http://www.pabk.sk;Bankomaty
366;Pension Restaurant Fiori;Holubyho 78/63, 90201 Pezinok;421908077251;fioripension@gmail.com;http://www.pensionfiori.sk;Penzióny
367;OMREA ACCOUNTING, s.r.o.;1. Mája 1735/29, 90201 Pezinok;421336423219;;;Účtovníctvo
368;Rudolf Holko;Za dráhou 3, 90201 Pezinok;421917802182;rudyholko@gmail.com;http://poruchovka.sk;Elektrikári
369;INTERIER PM, s.r.o.;Myslenická 3193/130, 90203 Pezinok;421336421080;studio@interier-pm.sk;http://www.interier-pm.sk;Interiéry
370;Peter Virgovič - PLV;Cintorínska 3241 /41, 90203 Pezinok;421905576015;krtkovaniepezinok@gmail.com;https://krtkovanie-pezinok.sk;Kanalizácia
371;Pepco Slovakia s. r. o.;Šenkvická cesta 12/D, 90201 Pezinok;info.skcz@pepco.eu;info.skcz@pepco.eu;http://www.pepco.sk;Textil
372;MOTEL NA VRCHU BABA;Na Babe, 90201 Pezinok;421336403636;http://www.motelnavrchu.sk/;http://www.motelnavrchu.sk/;Hotely
373;A - HADICE - VRBOVÉ - MADŽO;Bratislavská 195/79, 90201 Pezinok;421336425555;hadice@hadice.sk;http://www.hadice.sk;Hadice
374;RODA - SP spol. s r.o.;Limbašská cesta 3522/4, 90203 Pezinok;421336422003;roda-sp@roda-sp.sk;http://www.roda-sp.sk;Kovovýroba
375;SKINY Outlet;Myslenická 2/C, 90201 Pezinok;421915776232;glamour@dtadsl.sk;http://www.molo.sk/obchod/28-skiny-outlet;Bielizeň
376;HOTEL VINÁRSKY DOM;Holubyho 27, 90201 Pezinok;421336400933;ghost.svos@gmail.com;http://www.vintech.sk;Hotely
377;Valachovič - elektrikár;Zámocká 34C, 90201 Pezinok;421908174803;Elektro.valachovic@gmail.com;;Elektrikári
378;PROFIŠPORT;Holubyho 28, 90201 Pezinok;421948066273;obchod@profi-sport.sk;http://www.ocplus.sk/obchod-Profisport,33.html#abecedne,33;Športové potreby
379;Pizza NATALI;Kollárova 132/12, 90201 Pezinok;421908581512;http://www.pizzanatali.sk/;http://www.pizzanatali.sk/;Pizzerie
380;Pizzeria Tedano;Cajlanská 1801/63, 90201 Pezinok;421948303307;tedano@tedano.sk;http://www.tedano.sk;Pizzerie
